-0.000626535	2.50748e-05	1.34729e-05	-5.39206e-07	2.79565e-05	-1.11885e-06	0.0429959	0.0669621	0	0	0	0	
-0.000626535	2.50748e-05	1.54739e-05	-6.19284e-07	3.20792e-05	-1.28385e-06	0.0452311	0.0674376	0	0	0	0	
-0.000626535	2.50748e-05	1.74748e-05	-6.99363e-07	3.6202e-05	-1.44885e-06	0.0475409	0.0679054	0	0	0	0	
-0.000626535	2.50748e-05	1.94757e-05	-7.79442e-07	4.03248e-05	-1.61385e-06	0.0499296	0.0683654	0	0	0	0	
-0.000626535	2.50748e-05	2.14766e-05	-8.59521e-07	4.44476e-05	-1.77885e-06	0.0524018	0.0688174	0	0	0	0	
-0.000592646	2.37185e-05	2.32344e-05	-9.29871e-07	4.80683e-05	-1.92376e-06	0.0549624	0.0692613	0	0	0	0	
-0.000592646	2.37185e-05	2.49922e-05	-1.00022e-06	5.16891e-05	-2.06867e-06	0.0576169	0.0696971	0	0	0	0	
-0.000592646	2.37185e-05	2.675e-05	-1.07057e-06	5.53098e-05	-2.21357e-06	0.0603713	0.0701246	0	0	0	0	
-0.000592646	2.37185e-05	2.85078e-05	-1.14092e-06	5.89305e-05	-2.35848e-06	0.0632321	0.0705438	0	0	0	0	
-0.000576419	2.30691e-05	2.9928e-05	-1.19776e-06	6.18544e-05	-2.4755e-06	0.0662066	0.0709546	0	0	0	0	
-0.000576419	2.30691e-05	3.13481e-05	-1.25459e-06	6.47783e-05	-2.59251e-06	0.0693027	0.0713567	0	0	0	0	
-0.000576419	2.30691e-05	3.27683e-05	-1.31143e-06	6.77022e-05	-2.70953e-06	0.0725291	0.0717503	0	0	0	0	
-0.000576419	2.30691e-05	3.41884e-05	-1.36827e-06	7.06261e-05	-2.82655e-06	0.0758955	0.072135	0	0	0	0	
-0.000582884	2.33278e-05	3.51939e-05	-1.40851e-06	7.26948e-05	-2.90934e-06	0.0794128	0.072511	0	0	0	0	
-0.000582884	2.33278e-05	3.61994e-05	-1.44875e-06	7.47634e-05	-2.99213e-06	0.0830928	0.072878	0	0	0	0	
-0.000582884	2.33278e-05	3.72049e-05	-1.48899e-06	7.68321e-05	-3.07492e-06	0.0869489	0.073236	0	0	0	0	
-0.000582884	2.33278e-05	3.82104e-05	-1.52923e-06	7.89007e-05	-3.15771e-06	0.090996	0.0735849	0	0	0	0	
-0.00062136	2.48677e-05	3.87459e-05	-1.55066e-06	8.00002e-05	-3.20172e-06	0.0952509	0.0739247	0	0	0	0	
-0.00062136	2.48677e-05	3.92814e-05	-1.57209e-06	8.10997e-05	-3.24572e-06	0.0997324	0.0742552	0	0	0	0	
-0.00062136	2.48677e-05	3.98168e-05	-1.59352e-06	8.21991e-05	-3.28972e-06	0.104462	0.0745763	0	0	0	0	
-0.00062136	2.48677e-05	4.03523e-05	-1.61495e-06	8.32986e-05	-3.33372e-06	0.109464	0.074888	0	0	0	0	
-0.000708156	2.83413e-05	4.03868e-05	-1.61633e-06	8.33652e-05	-3.33639e-06	0.114765	0.0751903	0	0	0	0	
-0.000708156	2.83413e-05	4.04213e-05	-1.61771e-06	8.34319e-05	-3.33906e-06	0.120397	0.075483	0	0	0	0	
-0.000708156	2.83413e-05	4.04558e-05	-1.61909e-06	8.34986e-05	-3.34172e-06	0.126397	0.075766	0	0	0	0	
-0.000708156	2.83413e-05	4.04903e-05	-1.62048e-06	8.35652e-05	-3.34439e-06	0.132805	0.0760394	0	0	0	0	
-0.000873334	3.4952e-05	4.00189e-05	-1.60161e-06	8.25892e-05	-3.30533e-06	0.139672	0.0763029	0	0	0	0	
-0.000873334	3.4952e-05	3.95475e-05	-1.58275e-06	8.16131e-05	-3.26627e-06	0.147052	0.0765567	0	0	0	0	
-0.000873334	3.4952e-05	3.90762e-05	-1.56388e-06	8.06371e-05	-3.2272e-06	0.155012	0.0768006	0	0	0	0	
