-5.0 -4.5 1.64889276783e-8 0 -6.86965391985e-9
-4.95 -4.5 1.86670588161e-8 0 -7.77711178497e-9
-4.9 -4.5 2.11329136524e-8 0 -8.80444174067e-9
-4.85 -4.5 2.39244995067e-8 0 -9.9674784815e-9
-4.8 -4.5 2.70848443362e-8 0 -1.12841484112e-8
-4.75 -4.5 3.06626599446e-8 0 -1.27747459502e-8
-4.7 -4.5 3.47130927985e-8 0 -1.44622463429e-8
-4.65 -4.5 3.92985740251e-8 0 -1.6372659785e-8
-4.6 -4.5 4.44897816904e-8 0 -1.85354323305e-8
-4.55 -4.5 5.03667301922e-8 0 -2.09838997566e-8
-4.5 -4.5 5.70200035575e-8 0 -2.37558013833e-8
-4.45 -4.5 6.45521516541e-8 0 -2.68938617658e-8
-4.4 -4.5 7.30792708384e-8 0 -3.04464492276e-8
-4.35 -4.5 8.2732793399e-8 0 -3.44683213828e-8
-4.3 -4.5 9.36615133825e-8 0 -3.90214691398e-8
-4.25 -4.5 1.06033880021e-7 0 -4.41760721944e-8
-4.2 -4.5 1.20040594117e-7 0 -5.00115807412e-8
-4.15 -4.5 1.35897547399e-7 0 -5.66179400746e-8
-4.1 -4.5 1.53849150154e-7 0 -6.40969769558e-8
-4.05 -4.5 1.74172098439e-7 0 -7.2563969114e-8
-4.0 -4.5 1.97179638914e-7 0 -8.21494220734e-8
-3.95 -4.5 2.23226397057e-7 0 -9.30010806934e-8
-3.9 -4.5 2.52713843161e-7 0 -1.05286206425e-7
-3.85 -4.5 2.86096480376e-7 0 -1.19194155388e-7
-3.8 -4.5 3.2388885017e-7 0 -1.34939296998e-7
-3.75 -4.5 3.66673463186e-7 0 -1.52764318143e-7
-3.7 -4.5 4.15109777734e-7 0 -1.72943963817e-7
-3.65 -4.5 4.69944364321e-7 0 -1.95789271895e-7
-3.6 -4.5 5.32022412873e-7 0 -2.21652367294e-7
-3.55 -4.5 6.02300760023e-7 0 -2.50931889432e-7
-3.5 -4.5 6.81862637262e-7 0 -2.84079136634e-7
-3.45 -4.5 7.7193436727e-7 0 -3.21605022197e-7
-3.4 -4.5 8.7390426577e-7 0 -3.64087949322e-7
-3.35 -4.5 9.8934404026e-7 0 -4.12182726303e-7
-3.3 -4.5 0.00000112003301544 0 -4.66630659374e-7
-3.25 -4.5 0.00000126798555874 0 -5.28270978798e-7
-3.2 -4.5 0.00000143548212867 0 -5.98053774295e-7
-3.15 -4.5 0.00000162510442451 0 -6.77054639197e-7
-3.1 -4.5 0.00000183977517923 0 -7.6649124905e-7
-3.05 -4.5 0.00000208280320887 0 -8.67742130188e-7
-3.0 -4.5 0.00000235793441277 0 -9.82367907574e-7
-2.95 -4.5 0.00000266940951083 0 -0.00000111213535941
-2.9 -4.5 0.00000302202940757 0 -0.00000125904464927
-2.85 -4.5 0.00000342122919063 0 -0.00000142536015553
-2.8 -4.5 0.00000387316190422 0 -0.00000161364537322
-2.75 -4.5 0.00000438479338869 0 -0.00000182680242633
-2.7 -4.5 0.00000496400964819 0 -0.00000206811679954
-2.65 -4.5 0.0000056197384011 0 -0.00000234130797883
-2.6 -4.5 0.00000636208668697 0 -0.00000265058678165
-2.55 -4.5 0.00000720249665086 0 -0.00000300072026002
-2.5 -4.5 0.00000815392190612 0 -0.00000339710517733
-2.45 -4.5 0.00000923102719434 0 -0.000003845851191
-2.4 -4.5 0.0000104504144194 0 -0.00000435387502336
-2.35 -4.5 0.0000118308785402 0 -0.00000492900707219
-2.3 -4.5 0.0000133936972656 0 -0.00000558011210412
-2.25 -4.5 0.0000151629590171 0 -0.00000631722589125
-2.2 -4.5 0.0000171659342148 0 -0.00000715170989694
-2.15 -4.5 0.0000194334956083 0 -0.00000809642639515
-2.1 -4.5 0.0000220005941321 0 -0.00000916593672235
-2.05 -4.5 0.00002490679762 0 -0.000010376725718
-2.0 -4.5 0.0000281969006818 0 -0.0000117474558125
-1.95 -4.5 0.0000319216151426 0 -0.0000132992546799
-1.9 -4.5 0.0000361383516865 0 -0.0000150560408878
-1.85 -4.5 0.0000409121047537 0 -0.0000170448925651
-1.8 -4.5 0.000046316454328 0 -0.0000192964647693
-1.75 -4.5 0.0000524347000584 0 -0.0000218454619864
-1.7 -4.5 0.0000593611451935 0 -0.0000247311730466
-1.65 -4.5 0.0000672025501197 0 -0.000027998076701
-1.6 -4.5 0.0000760797779064 0 -0.0000316965271916
-1.55 -4.5 0.0000861296572224 0 -0.0000358835303846
-1.5 -4.5 0.0000975070913375 0 -0.0000406236224264
-1.45 -4.5 0.000110387445715 0 -0.0000459898644687
-1.4 -4.5 0.000124969250999 0 -0.000052064968792
-1.35 -4.5 0.000141477263053 0 -0.0000589425736871
-1.3 -4.5 0.000160165927226 0 -0.0000667286867442
-1.25 -4.5 0.000181323300229 0 -0.0000755433187943
-1.2 -4.5 0.000205275490083 0 -0.0000855223336904
